client_id,full_name,city,email,age,gender,annual_income,credit_score,debt_ratio,loan_amount,owns_home,loan_purpose,employment,years_job
C00556,Yves Lebreton,Vincentnec,vhenry@example.com,59,F,64490.57,687.0,10.75,14033.84,Non,Achat Maison,CDD,12.4
C04359,Honoré Ollivier,Bonnetdan,shebert@example.org,73,M,52540.23,573.0,28.75,19066.3,Non,Business,Freelance,6.8
C03938,Raymond-Isaac Bonneau,Deschamps-sur-Dupuy,suzannedurand@example.net,59,F,,576.0,33.03,24835.6,Oui,Achat Maison,Retraité,1.5
C04713,Édouard Delaunay-Bousquet,Adam,picardmanon@example.com,45,F,53520.78,585.0,25.97,9635.46,Non,Auto,Freelance,8.3
C02469,Audrey Martel,Leclercq,moulinhelene@example.net,30,F,,653.0,52.54,17483.41,Oui,Éducation,Sans Emploi,3.8
C04711,Charles de Roche,Saint Martin,edithweber@example.com,63,F,12000.0,533.0,41.75,22477.49,Oui,Consommation,CDI,1.6
C00355,Alfred Bailly,Lebon,lopeznathalie@example.org,74,F,26691.92,686.0,29.06,14009.62,Non,Business,CDI,5.8
C01193,Étienne Gérard de la Boyer,Sainte Alex-la-Forêt,theodorepereira@example.org,58,M,54328.18,721.0,21.98,17972.76,Non,Auto,Freelance,2.9
C01716,Noël Masse,Pages-sur-Peltier,bonneauanouk@example.net,54,F,,748.0,19.54,20617.93,Non,Rénovation,CDI,1.5
C03416,Benoît Lacombe-Marchand,Michelnec,zcarre@example.net,53,F,40633.71,728.0,20.05,7685.94,Oui,Rénovation,CDI,6.2
C02604,Maggie Hoareau,Humbert-sur-Mer,frederic10@example.net,61,F,56588.99,794.0,5.59,12179.97,Non,Auto,Retraité,7.1
C04129,Margot Allard,Mathieu-la-Forêt,oraymond@example.net,42,F,27231.57,850.0,13.94,24812.33,Non,Achat Maison,CDI,0.8
C02828,Luc Texier,Saint Simoneboeuf,daniel75@example.org,53,M,47043.72,596.0,21.14,32605.43,Non,Auto,CDI,7.8
C01704,Brigitte-Lucy Morel,Petit,charlesthierry@example.net,70,F,38024.41,718.0,39.23,11304.16,Oui,Éducation,CDI,4.1
C02863,Matthieu Roux de Rousseau,Saint Valériedan,ebarre@example.net,52,F,12000.0,660.0,40.17,17997.09,Non,Achat Maison,CDI,8.0
C02618,Noël de Mathieu,Marie,guillaume11@example.org,55,M,63366.02,660.0,250.0,19568.76,Non,Achat Maison,CDI,0.4
C02400,Paul Weber de la Perret,Saint Frédéric,antoineledoux@example.net,18,M,70109.14,,36.22,17656.43,Oui,Achat Maison,CDI,7.8
C02139,Laure Vincent,Saint Roger,michaudtheophile@example.net,40,M,78570.65,489.0,17.1,12103.38,Oui,Auto,Retraité,1.3
C03239,Valentine Meyer,Marchand-les-Bains,raymondgermain@example.net,20,M,49129.3,611.0,30.22,10222.45,Oui,Consommation,CDI,3.1
C02383,Raymond Delannoy-Lecoq,CharlesBourg,seguinmatthieu@example.org,40,M,53891.65,770.0,12.51,17985.72,Non,Éducation,Sans Emploi,12.1
C03218,François-Stéphane Lombard,Bonnin,susanneevrard@example.net,74,M,16765.14,679.0,7.12,18542.56,Autre,Éducation,CDD,3.2
C03935,Véronique de la Bouvet,Sainte Isabelle,haubert@example.org,66,M,48002.92,639.0,27.7,1809.95,Non,Éducation,CDD,5.2
C01285,Clémence Pascal,Charles,sophie59@example.com,20,F,,790.0,4.77,15950.8,Autre,Éducation,Sans Emploi,9.2
C03796,Claude Garnier-Étienne,LouisBourg,kbarbier@example.net,57,F,42442.79,724.0,6.81,10306.02,Oui,Auto,Retraité,9.7
C04895,Océane Dubois,Texier,maillardelisabeth@example.org,41,F,37430.14,776.0,15.27,20648.55,Oui,Achat Maison,CDI,2.2
C04469,Théophile Dupré,ClercVille,gautierantoine@example.com,60,F,47071.37,701.0,10.28,7848.61,Oui,Auto,CDI,10.5
C02087,Alexandre Vallée,Techer,qduval@example.net,55,F,21009.37,672.0,14.71,19760.53,Oui,Consommation,Retraité,4.7
C01889,Maggie Gimenez du Girard,Normand-les-Bains,alice27@example.com,43,F,17376.59,782.0,6.01,13781.66,Non,Auto,CDI,9.8
C04623,Martin Ribeiro,Pasquierboeuf,margot88@example.com,22,F,43915.96,673.0,47.56,209.69,Oui,Business,CDD,12.8
C01591,Marguerite Ollivier,Morelnec,odette25@example.net,37,F,37520.71,618.0,43.86,24038.02,Oui,Auto,Freelance,0.8
C01346,Célina du Fournier,Pires,ibrunet@example.com,66,F,,659.0,54.62,14040.82,Non,Achat Maison,Sans Emploi,5.6
C04432,Joseph-Augustin Richard,Arnaud,constancemercier@example.net,69,F,,582.0,19.91,13665.24,Non,Consommation,Sans Emploi,4.3
C02162,René Renault,Besnard-les-Bains,costaauguste@example.com,40,M,48009.57,567.0,7.35,13062.17,Oui,Consommation,Freelance,1.1
C02396,Roland Lemaire,PonsVille,alex81@example.com,71,M,,732.0,20.56,5483.43,Non,Rénovation,Sans Emploi,4.3
C04769,Noël Hoarau,Sainte SuzanneVille,ojoubert@example.org,20,M,46629.64,748.0,15.85,28174.32,Oui,Auto,Sans Emploi,4.4
C02271,Louis Maréchal,Marie,kpaul@example.net,36,M,74293.35,645.0,27.34,4513.08,Non,Achat Maison,CDI,1.8
C04524,Émile Martin,Bonnet-sur-Mer,christiane32@example.com,63,M,49854.89,738.0,21.26,22086.91,Oui,Achat Maison,CDD,0.0
C03111,Robert Teixeira de Lamy,Bonnet,vidallaurence@example.com,61,F,41422.59,606.0,27.71,16974.01,Non,Éducation,Freelance,2.4
C01137,Noël Ribeiro-Chevalier,Sainte Françoise,xbigot@example.org,38,M,,606.0,40.14,3277.61,Autre,Rénovation,CDD,3.5
C03895,Nicole du Dupont,Laporte-les-Bains,luce42@example.net,70,F,,724.0,8.1,20868.25,Non,Éducation,Sans Emploi,3.1
C00972,Léon Colas,Bourgeois,gonzalezagnes@example.org,45,F,51534.62,638.0,31.62,9991.21,Oui,Business,CDI,7.4
C00795,Gabriel Lecomte,Henry,royernicole@example.net,34,F,25832.78,812.0,38.6,17854.46,Non,Rénovation,CDI,5.2
C03020,Frédéric de Diallo,BarthelemyBourg,jacquespichon@example.com,37,M,44686.51,788.0,20.58,7931.04,Non,Achat Maison,CDD,2.0
C01711,Clémence-Marguerite Gaudin,Sainte Zoé-les-Bains,jvaillant@example.org,44,M,,704.0,40.46,6127.22,Oui,Éducation,Sans Emploi,7.5
C03387,Henri Le Gall,Masse,collinrene@example.com,59,M,,634.0,46.76,11041.66,Non,Éducation,Sans Emploi,6.4
C00036,Thomas Leroux,Meunier,mpineau@example.org,66,F,34189.36,626.0,49.48,11431.89,Non,Auto,CDI,0.0
C00453,Emmanuel Leleu,Weiss,gauthieramelie@example.com,19,F,41894.66,721.0,27.14,24555.8,Non,Éducation,Freelance,1.5
C00913,Marine-Pénélope Gaillard,Legendre,cordierdanielle@example.com,73,M,42892.37,694.0,42.64,13859.23,Oui,Rénovation,CDD,24.1
C04081,Noémi Briand,Sainte Lorraine-la-Forêt,adrienne97@example.com,34,F,53291.13,671.0,21.81,21314.75,Non,Business,Freelance,3.4
C01199,Élisabeth-Marianne Pages,Ledoux,gregoirepeltier@example.net,53,M,71680.06,525.0,69.55,2283.26,Non,Achat Maison,CDI,0.9
C01274,Valérie Colas,Delannoy,ugomez@example.net,61,F,26574.59,666.0,24.38,25055.69,Non,Rénovation,CDD,0.1
C02375,Capucine Renard,Colin-la-Forêt,arthurcaron@example.com,74,F,,642.0,38.0,18426.0,Oui,Achat Maison,Sans Emploi,2.8
C00037,Anouk Collin,Sainte Jeannec,ydeschamps@example.org,65,M,16774.53,780.0,7.27,14710.89,Non,Achat Maison,CDI,1.5
C00974,Noël Pires,Sainte Laurence,blondelclaude@example.net,26,F,49603.14,652.0,27.63,22621.09,Non,Business,Sans Emploi,2.6
C03195,Anne-Élisabeth Traore,Lamy-sur-Mathieu,tristanaubert@example.net,28,M,45168.54,625.0,1.57,9342.09,Oui,Achat Maison,Freelance,1.2
C00983,Honoré Rocher,Lebrun-la-Forêt,veronique84@example.com,54,F,50089.89,659.0,20.9,29292.16,Oui,Business,Sans Emploi,0.7
C03904,Nathalie-Élise Seguin,Evrard,nicolas41@example.net,67,M,,698.0,8.63,11089.32,Oui,Auto,Sans Emploi,0.6
C04069,Franck Hernandez,Sauvage,noemi96@example.org,23,F,47246.79,680.0,56.03,3935.34,Non,Rénovation,CDI,5.0
C01418,Frédérique Da Silva,Leconte,emilie29@example.net,67,F,55526.67,799.0,34.33,18555.98,Non,Business,Retraité,3.5
C03332,Paul Gauthier,Charrier,emmanuellouis@example.com,32,M,43740.79,643.0,29.5,8093.54,Oui,Éducation,Sans Emploi,0.3
C01560,Roger-Roland Rousseau,Bertrand,remygaudin@example.net,34,F,29357.88,699.0,51.25,19133.69,Oui,Consommation,Retraité,1.5
C00039,Robert-Aimé Bazin,Benard,veronique75@example.com,54,M,,602.0,53.61,12821.11,Autre,Éducation,Sans Emploi,4.3
C01486,Valérie Fleury,Sainte Laetitia-la-Forêt,suzannesauvage@example.com,27,M,69688.75,626.0,10.75,12769.97,Non,Business,CDI,2.5
C03883,Thibault Bourdon,Peron,pcharpentier@example.org,43,F,30062.12,731.0,14.15,3529.15,Non,Business,CDI,1.4
C00169,Léon Lemonnier-Brunet,Vasseur,nlaine@example.net,19,M,47939.43,723.0,12.66,12419.21,Non,Rénovation,CDD,3.6
C01355,Océane Morin-Lévêque,Gilbertdan,thoareau@example.com,46,M,68512.6,775.0,33.06,21428.52,Non,Éducation,Sans Emploi,1.8
C02785,Philippe Blanchet de Baron,Menard,augustin46@example.com,24,M,,,31.64,6117.41,Non,Éducation,CDI,12.9
C03632,Timothée Simon,Le Goff,leforteric@example.com,20,F,35255.86,730.0,31.49,8514.29,Non,Rénovation,CDD,6.9
C04749,Thomas Leroux Le Lombard,Dupuis,gilbertelisabeth@example.org,38,F,22478.07,693.0,31.17,11377.22,Oui,Auto,CDD,4.9
C04004,Honoré Paris,Blanchetdan,marcellevalentin@example.com,63,F,66373.0,780.0,58.1,17260.91,Oui,Auto,Freelance,0.4
C02682,Arthur Rodriguez,GuillonVille,lucyauger@example.net,40,M,56534.48,731.0,22.1,27990.12,Non,Éducation,CDD,6.4
C04705,Élise du Philippe,Lemaître-sur-Ledoux,victoirevalentin@example.com,31,M,59223.16,818.0,19.94,19692.36,Autre,Business,Sans Emploi,0.8
C04025,Françoise Le Carpentier,Bertrand,slelievre@example.org,25,F,53489.98,697.0,19.12,15728.65,Non,Rénovation,CDI,5.3
C01640,Gérard Barbier,Saint Alainnec,henrythibault@example.com,59,M,24917.78,712.0,6.29,15936.45,Oui,Rénovation,Freelance,2.3
C01290,Hélène du Antoine,Sainte Oliviedan,zguyon@example.org,31,M,35150.31,691.0,25.74,5892.74,Non,Consommation,CDI,4.8
C01380,Anouk Boulay de Bonnin,Roger-la-Forêt,arthurfaure@example.org,73,F,,649.0,5.5,19815.87,Oui,Achat Maison,CDD,2.2
C01933,Adrien Fischer,Valette,upaul@example.net,72,M,78351.47,610.0,53.35,12912.89,Non,Éducation,CDI,0.2
C00579,Marie Rodriguez,Saint Astrid,tcouturier@example.org,23,M,84706.65,711.0,59.84,22711.94,Non,Auto,Freelance,1.8
C04220,Audrey Lefèvre-Cohen,Boulay-sur-Lambert,jerome61@example.com,24,M,,485.0,26.76,17009.07,Autre,Rénovation,Sans Emploi,4.8
C03160,Noël de Bonnin,Olivier,qmaillard@example.com,24,M,49116.63,,60.58,18837.3,Oui,Rénovation,CDI,3.1
C02030,Chantal Duhamel,Sainte Guillaumenec,iwagner@example.org,49,F,59438.06,566.0,30.93,14867.84,Non,Achat Maison,CDI,2.0
C00892,Sébastien Jacob,Sainte Diane,uboulay@example.com,47,F,66076.48,636.0,11.86,7391.77,Non,Éducation,CDD,1.1
C03951,Hélène Barre-Techer,Bourdon,noelmichele@example.net,30,M,24312.43,703.0,31.14,14065.27,Oui,Consommation,CDD,1.4
C00780,Agathe Durand,Gomezboeuf,margauxgrenier@example.org,68,F,45544.66,730.0,23.4,10805.8,Oui,Éducation,Retraité,0.5
C00159,Charles Pineau-Lucas,Martineau,peltierlucy@example.org,62,M,77039.14,659.0,23.0,7914.91,Autre,Business,Sans Emploi,3.1
C00002,Yves Traore,Pereira,margauxdelahaye@example.com,55,F,35397.97,621.0,11.53,29429.68,Non,Auto,CDI,4.7
C02263,Virginie Ferreira,Collet,morinfranck@example.com,47,M,48374.43,750.0,28.59,18291.73,Oui,Consommation,Freelance,11.9
C03216,Joséphine Toussaint,Morvan-sur-Mer,pierrelagarde@example.com,18,F,43463.07,760.0,12.94,16599.49,Non,Rénovation,CDD,2.7
C02109,Marcel Guyon,Colas,kcosta@example.net,34,F,28470.64,773.0,2.81,25722.2,Oui,Consommation,Freelance,7.1
C00849,Michelle Legrand,Sainte Robert,aurorelecoq@example.org,52,M,94360.75,698.0,33.18,2147.68,Non,Rénovation,CDI,7.5
C02737,Nicolas Ferrand-Benoit,GilletVille,charles81@example.com,28,M,33745.78,791.0,6.51,11161.71,Non,Achat Maison,CDD,2.1
C02466,Hélène Jourdan,Martins-sur-Da Silva,susannerodriguez@example.org,35,M,51197.62,715.0,14.63,36144.22,Autre,Rénovation,CDI,5.0
C03650,Guillaume Ledoux,Caron,tlucas@example.com,24,F,36534.79,558.0,39.11,16646.29,Non,Éducation,Freelance,1.6
C01596,Marcelle Perrot-Leduc,Dumas,morinmanon@example.net,55,F,51830.51,659.0,10.93,13062.46,Non,Éducation,CDI,5.9
C01776,Joseph Chevalier,BaronBourg,bgimenez@example.net,36,M,58306.54,618.0,43.46,16359.22,Oui,Business,Freelance,2.2
C01913,Anouk Leblanc,Dumas-sur-Mer,pierre60@example.net,62,M,34300.46,588.0,17.6,8784.17,Oui,Achat Maison,Retraité,1.1
C01043,Caroline Joly,CarlierVille,pichonfranck@example.net,39,M,,615.0,26.99,13971.12,Non,Éducation,Sans Emploi,8.0
C04714,Lucie-Olivie Guillou,Saint RolandVille,dupuypaul@example.com,19,F,54662.49,688.0,30.55,20971.84,Oui,Consommation,Freelance,7.1
C01544,Adrienne Richard,Saint Claire,christellelombard@example.com,31,M,33728.41,782.0,11.49,17191.12,Non,Achat Maison,Freelance,0.6
C02736,Adrien Riou-Hubert,Benoit,andreelaporte@example.org,50,M,51562.85,658.0,47.09,2245.8,Non,Consommation,CDI,2.6
C03706,Léon Gosselin,Saint FrédériqueVille,gosselinstephane@example.com,26,M,55478.22,701.0,32.65,10324.19,Non,Consommation,Retraité,6.9
C04618,Valentine Brunet,Barrenec,placroix@example.com,54,M,45311.65,850.0,15.96,18432.64,Non,Éducation,Sans Emploi,4.7
C00053,Danielle Aubry,Mary,sabine38@example.net,44,F,22718.59,725.0,30.77,37962.83,Non,Consommation,CDI,6.7
C01796,Bernadette Mace,Jourdan,jhoarau@example.net,73,M,69964.25,588.0,49.94,12245.72,Oui,Business,CDI,8.3
C01911,Isabelle Legendre,Roy,lebonsimone@example.com,68,M,,764.0,25.78,9405.63,Oui,Auto,Sans Emploi,12.3
C02306,Gérard Huet-Jourdan,Chauvin,thernandez@example.net,36,M,58807.18,752.0,51.98,17473.43,Non,Éducation,CDI,5.7
C02553,Louis Thierry,Baudry,michelle02@example.org,29,M,62398.41,797.0,32.66,15121.6,Oui,Rénovation,CDI,1.5
C02800,Julien Joly,BouchetVille,edouardbarre@example.org,63,F,40372.76,674.0,24.06,10031.7,Oui,Business,CDI,7.8
C04086,Cécile Colin,Lacombe-la-Forêt,nmarchal@example.net,33,M,74411.61,595.0,28.68,9680.86,Non,Éducation,Freelance,6.5
C04127,Geneviève Andre,Gérard,josephinealexandre@example.org,23,F,37441.96,636.0,16.62,8792.05,Oui,Consommation,CDI,0.1
C00824,Lucas Chevallier de Pages,Sainte Élodie,maurice80@example.org,53,F,44957.04,587.0,31.7,9069.05,Non,Auto,CDD,6.3
C04734,Luc Poulain,Lamynec,adrienne70@example.net,65,F,45460.14,625.0,5.63,9724.03,Non,Business,CDI,1.2
C03178,Patrick-Jules Daniel,Jacques-la-Forêt,goncalvessimone@example.com,30,F,22442.44,487.0,45.76,19896.11,Oui,Business,Freelance,3.3
C03401,Frédéric du Courtois,Boutinboeuf,marccoste@example.com,70,M,64438.63,737.0,40.45,3084.5,Non,Achat Maison,CDI,7.9
C01389,Adrienne Lenoir,Maillot-les-Bains,bazinclaude@example.com,69,M,,727.0,17.03,3852.02,Non,Achat Maison,CDI,0.4
C03564,Jeannine Marchal,LejeuneBourg,kcarre@example.com,62,M,33810.09,702.0,30.42,18052.4,Non,Éducation,CDI,14.6
C04877,Philippe Devaux,Normand-sur-Girard,bernardgenevieve@example.net,42,F,31100.01,806.0,28.94,13124.18,Non,Consommation,CDI,8.0
C00884,Nathalie Coste,Colinboeuf,zacharie64@example.org,64,M,55924.96,677.0,31.16,7942.88,Non,Achat Maison,CDD,1.8
C03805,Agathe Brun,Sainte MoniqueVille,kblanchet@example.net,66,M,38805.76,650.0,29.86,4505.12,Non,Business,CDD,9.9
C01607,Augustin-Marcel Toussaint,Saint Élodie,rfrancois@example.net,51,F,,720.0,21.29,15749.13,Oui,Éducation,Sans Emploi,6.0
C01594,Dorothée Maury-Godard,Gaudin-sur-Mer,carlierandre@example.org,58,M,21268.94,633.0,49.55,17709.78,Non,Auto,CDI,0.5
C00771,Richard Clerc,Auger,elodiepascal@example.net,74,F,26862.89,801.0,59.01,24211.22,Oui,Rénovation,CDI,0.5
C02611,Amélie Leconte,Bouchet-sur-Bruneau,astridboutin@example.com,70,F,13702.47,741.0,50.87,23909.57,Non,Achat Maison,CDD,2.8
C04662,Monique Martel,Saint HortenseBourg,frederiqueparent@example.org,26,F,,522.0,26.18,16796.53,Non,Rénovation,Sans Emploi,10.8
C02273,Élodie Maillot,GrosBourg,eleonoreleger@example.com,44,M,56008.88,732.0,25.99,11136.46,Oui,Rénovation,Freelance,0.9
C01868,Olivier Charrier,Rousset,gautierantoine@example.org,19,M,83263.56,610.0,5.38,9785.23,Non,Business,Retraité,6.1
C01085,Capucine Marques,Normandnec,alegrand@example.org,65,F,13197.85,582.0,22.44,15133.23,Oui,Business,CDI,1.2
C00010,Caroline Morin,Courtois,grenierchantal@example.com,48,M,,724.0,31.57,19706.93,Non,Business,Sans Emploi,7.7
C03611,Lucie Vincent du Marchand,Rousseaudan,auroreollivier@example.org,56,M,,676.0,23.57,13662.08,Oui,Auto,Sans Emploi,5.4
C01325,Victor Colin,RobertVille,marcellebarthelemy@example.com,28,M,,515.0,82.39,21078.05,Non,Auto,Sans Emploi,1.5
C03390,Marthe Allard,BriandBourg,gilbertsamson@example.net,32,F,47418.94,689.0,29.79,15096.74,Non,Rénovation,Retraité,8.5
C01463,Antoinette Rolland,Sainte Charles-sur-Mer,yvesjoly@example.org,20,M,60401.54,721.0,18.27,12971.68,Oui,Achat Maison,CDI,3.3
C00806,Nicole Becker,Grondin-sur-Mer,corinne29@example.org,49,M,71604.2,697.0,15.13,15817.9,Autre,Consommation,Freelance,3.3
C04383,Éléonore Adam,Rivière-la-Forêt,ericchartier@example.net,50,F,12000.0,667.0,38.26,18105.53,Oui,Achat Maison,Retraité,6.2
C03985,Guillaume-Thomas Boyer,Lefèvre-sur-Da Silva,petittheophile@example.net,37,F,37477.85,638.0,43.28,18532.22,Oui,Rénovation,CDI,11.0
C03771,Amélie Brunel,Ledoux,josephperon@example.net,36,M,43339.55,692.0,18.43,11969.91,Oui,Business,CDI,3.6
C02108,Susan Lopes,Gillesboeuf,beckeraimee@example.org,33,M,68481.27,623.0,14.9,9241.95,Oui,Éducation,Sans Emploi,0.2
C04236,Laetitia Teixeira,Pichon-sur-Gilbert,adrien26@example.net,71,M,51285.3,758.0,15.26,7311.44,Non,Éducation,Retraité,2.1
C04957,Hélène Charles,MichaudVille,patricia20@example.net,39,F,48640.57,690.0,13.23,2951.76,Oui,Business,CDD,7.1
C02234,Jules Joly du Godard,Dupré,fdelmas@example.org,51,F,65303.2,562.0,41.73,24075.8,Oui,Éducation,Freelance,3.4
C03211,Lucie Germain,Bertin,adrien62@example.org,33,F,,601.0,10.54,18145.33,Oui,Business,Sans Emploi,5.5
C00963,Tristan-Augustin Menard,Weiss,gbrunet@example.net,30,M,,677.0,48.82,23008.95,Autre,Achat Maison,Sans Emploi,2.3
C03415,Constance Nguyen,Sainte Agathenec,aimemathieu@example.org,41,F,45780.33,695.0,37.27,10860.08,Non,Business,CDI,5.4
C03753,Jules-Grégoire Delmas,Jacquesnec,emmanuellemercier@example.net,33,M,92856.51,823.0,43.12,2695.77,Non,Achat Maison,CDI,3.1
C00398,Joséphine Besson,Parisnec,martintanguy@example.org,33,F,70368.93,632.0,19.49,24500.18,Oui,Consommation,CDD,1.6
C02632,Henri Perrier,Foucher,audrey16@example.net,70,M,48094.19,701.0,15.58,22593.78,Oui,Éducation,CDI,7.6
C04852,Paul Lesage,Lefebvre,cousinalex@example.net,24,F,46276.9,656.0,16.86,6177.17,Oui,Rénovation,CDI,6.3
C02996,Laurence Vasseur,Dias,maillotmaggie@example.org,35,F,43252.02,567.0,33.86,25066.95,Non,Auto,CDD,3.1
C00704,Pierre Legros,Diallo,psamson@example.org,25,F,38931.8,670.0,21.11,2934.58,Non,Business,CDI,7.7
C00431,Daniel Le Charpentier,Sainte Léon,manonweber@example.net,60,M,70376.37,689.0,6.42,9619.31,Oui,Auto,CDD,2.4
C00292,Claudine Jacob,François,lucasjacquet@example.net,72,F,19147.44,535.0,40.64,19422.02,Non,Achat Maison,CDI,7.5
C04868,Luce Caron,Pruvost-sur-Huet,egomes@example.net,70,F,,594.0,18.5,25843.08,Oui,Auto,Sans Emploi,0.4
C00145,Martin Le Turpin,Leclercq,guerinsusan@example.com,66,F,32920.86,605.0,24.87,11971.48,Oui,Consommation,CDI,8.7
C04394,David de la Diallo,Marques,rivierephilippe@example.com,47,M,48393.37,654.0,39.89,14393.28,Non,Rénovation,CDD,5.9
C02033,Marianne Faure-Jacques,Allain,ktanguy@example.com,56,M,,728.0,27.47,6740.31,Oui,Achat Maison,Sans Emploi,9.3
C04284,Frédérique Gonzalez,Raynaud-sur-Chrétien,noelauger@example.com,24,F,,550.0,31.01,8145.42,Non,Rénovation,Sans Emploi,14.7
C01165,Michelle Lefèvre,Seguin,emillet@example.org,23,M,50925.96,477.0,25.91,26027.49,Non,Achat Maison,CDI,0.5
C03500,André Bailly,Gilbert,ecamus@example.org,21,M,36026.38,627.0,30.58,30646.43,Non,Consommation,CDI,2.4
C02050,Gérard Boutin,Raymond,perezmarie@example.com,27,M,26201.22,617.0,42.37,12156.55,Non,Auto,CDD,7.4
C02624,Alexandrie Evrard,VaillantBourg,xfoucher@example.com,70,F,12000.0,850.0,55.4,27390.77,Non,Auto,CDI,0.6
C04379,Thomas du Sauvage,Texier,dblanc@example.org,70,M,41826.94,671.0,36.98,24696.48,Oui,Achat Maison,CDI,0.9
C00339,Patricia Roger,Noël,alphonsevoisin@example.com,72,M,66397.61,647.0,19.13,1065.36,Non,Auto,CDI,4.2
C03879,André-Grégoire Vallée,Blanchard-sur-Delattre,clemence16@example.com,20,M,47063.21,605.0,38.01,22635.87,Oui,Consommation,CDI,3.0
C04633,Roland de la Chauveau,Saint Claire-les-Bains,dvalette@example.net,27,M,43331.01,827.0,15.06,27476.95,Non,Éducation,Sans Emploi,8.5
C02973,Jules Chartier-Alexandre,Blanc,alicerodriguez@example.com,73,M,49433.85,585.0,47.73,14798.39,Oui,Auto,CDI,1.6
C00265,Alice Lesage Le Texier,Ribeiro,guilloubernadette@example.com,51,F,35247.21,704.0,38.38,18708.68,Oui,Business,CDD,2.0
C02424,Thibault-Gilles Blondel,Guichard,eleonorelaurent@example.com,37,M,72442.65,667.0,41.12,13102.58,Oui,Auto,CDD,3.4
C01262,Alphonse Charpentier,Delorme,torreszoe@example.com,43,M,55571.13,770.0,45.17,19717.43,Non,Rénovation,CDI,1.4
C01771,Matthieu Vallet Le Fernandes,Sainte Théophilenec,xcouturier@example.org,39,M,44616.11,764.0,17.02,18757.04,Non,Business,Freelance,2.0
C03511,Jacqueline Delmas-Jourdan,Sainte Arnaude,thibaultvictor@example.net,50,F,30597.28,673.0,25.2,6554.23,Non,Rénovation,CDI,0.3
C00271,Marine Lejeune,Chauvin,julie47@example.net,19,F,,,16.73,23953.55,Oui,Business,CDD,1.4
C00696,Sylvie Boulay-Tanguy,Diaz-sur-Mer,ifleury@example.org,59,F,42207.15,668.0,26.73,4390.5,Oui,Consommation,CDI,1.0
C00747,Maurice Lemaître,Saint Alexandria,josephineschneider@example.org,35,F,35113.21,542.0,72.02,13559.61,Non,Business,CDI,0.2
C00244,Madeleine-Aurélie Menard,Texierdan,gregoirevalerie@example.org,53,M,62043.64,514.0,35.07,31057.7,Oui,Auto,CDI,4.1
C00317,Alexandre Lambert Le Lefèvre,Delahaye,bernardleclercq@example.net,59,F,25577.92,724.0,7.64,6417.94,Oui,Rénovation,CDD,7.5
C00476,Clémence Le Roux de Guillon,Maurice,ateixeira@example.net,66,F,26980.66,750.0,78.54,10752.84,Non,Rénovation,Freelance,6.3
C02032,Luc Lefèvre de Poulain,Girard,georgesblin@example.org,23,F,42425.49,613.0,39.6,6692.95,Oui,Auto,CDD,2.8
C00957,Lucas Chauvet,Sainte Thibaut-la-Forêt,leroyantoine@example.net,54,F,40575.89,573.0,30.01,22363.44,Oui,Rénovation,Freelance,8.8
C03816,Sophie Lejeune,Sainte Sophie,jacquotantoinette@example.net,43,M,27341.67,747.0,50.55,14440.21,Oui,Auto,Freelance,0.6
C00813,Denis-Laurent Mendès,MartelVille,isabellebouchet@example.org,34,F,23174.83,821.0,31.65,1534.84,Non,Business,CDD,9.8
C04533,Alix Loiseau,Texier,zgimenez@example.net,60,M,59891.57,735.0,38.97,23520.7,Non,Achat Maison,Sans Emploi,3.2
C01914,Théodore du Gay,Marion-les-Bains,jacquotjuliette@example.com,36,M,47437.21,558.0,1.68,9026.92,Non,Achat Maison,Freelance,14.6
C04603,Antoinette Moulin,Denisboeuf,hgarcia@example.com,61,M,40886.84,601.0,43.11,22091.2,Oui,Rénovation,CDD,5.1
C03487,Guillaume Prévost Le Alexandre,Rocher,cjoubert@example.com,72,M,45678.77,673.0,35.67,18644.76,Non,Consommation,CDI,0.1
C01297,Madeleine Grégoire de la Bègue,Pasquier,marchandanouk@example.org,56,F,15442.35,691.0,4.47,18404.46,Non,Éducation,CDD,8.4
C04030,Michelle-Alexandria Breton,Blot,valentinemartel@example.org,48,M,60771.07,713.0,18.81,14666.96,Non,Rénovation,CDI,1.7
C01804,Maryse Clément,Bègue,laetitia59@example.com,25,M,40212.16,753.0,31.23,17793.25,Non,Rénovation,CDI,0.0
C00758,Jules-Pierre Mahe,GoncalvesVille,zdevaux@example.org,25,F,55930.83,676.0,12.5,8353.63,Non,Rénovation,Sans Emploi,5.3
C00250,Thomas de la Aubry,Marques,christianeweber@example.net,28,M,28753.65,701.0,71.02,27381.26,Oui,Achat Maison,Freelance,3.5
C02461,Patrick du Chevallier,Evrard-la-Forêt,philippine87@example.com,30,M,34349.33,746.0,51.75,16501.97,Non,Rénovation,CDI,10.5
C00545,Isaac Henry de Millet,Sainte Monique-la-Forêt,yvesleclerc@example.net,21,F,27358.58,534.0,15.17,12911.26,Non,Achat Maison,CDD,1.6
C03241,Thomas-Richard Denis,Valette,jolyphilippe@example.com,29,F,45846.05,648.0,41.94,18877.31,Non,Consommation,CDI,0.6
C00738,Monique Hardy,MaillardVille,sebastienrenaud@example.org,60,M,64997.11,665.0,8.87,13435.16,Autre,Rénovation,CDD,9.3
C00310,Audrey Boulanger,BeckerBourg,simonpenelope@example.org,55,M,,553.0,21.99,7483.48,Oui,Rénovation,Sans Emploi,7.4
